,index,url,标题,地址,优势1,优势2,优势3,总价,户型,建筑面积,单价,总楼层,ID,小区,有无电梯,住宅类别,建筑结构,建筑类别,挂牌时间,参考均价,同比去年,环比上月,挂牌房源,物业类型,物业费用,建筑年代,绿  化  率,容  积  率,人车分流,总楼栋数,总  户  数,产权年限,卧室,客厅,卫生间,区域_北塘区,区域_南长区,区域_崇安区,区域_惠山区,区域_新区,区域_新吴区,区域_梁溪区,区域_江阴市,区域_滨湖区,区域_经开区,区域_锡山区,楼层层次_中层,楼层层次_低层,楼层层次_底层,楼层层次_顶层,楼层层次_高层,装修_暂无,装修_毛坯,装修_简装修,装修_精装修,装修_豪华装修,朝向_东,朝向_东北,朝向_东南,朝向_北,朝向_南,朝向_南北,朝向_西,朝向_西北,朝向_西南,产权性质_个人产权,产权性质_商品房,产权性质_经济适用房,建筑类型_塔楼,建筑类型_板塔结合,建筑类型_板楼
461,461,https://wuxi.esf.fang.com/chushou/3_172846108.htm,"精装修(单价di,手付可做3成)采光10h小区中间位置",荣巷-梁溪路800-1号,满五,优质教育,距2号线小桃源站约521米,273.0,3室2厅2卫,123,22132,9.0,172846108,山语银城,0,普通住宅,平层,板楼,19518.0,23180.0,↑1.68%,↑0.02%,47 套在售二手房,住宅,1.75,2010,46,1.4,0,47,1823.0,70,3.0,2.0,2.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
462,462,https://wuxi.esf.fang.com/chushou/21_122000857.htm,天渝骏园 2室2厅,盛岸路-天渝骏园,满二,[],[],130.0,2室2厅1卫,78,16502,26.0,122000857,天渝骏园,0,,,,19318.0,16052.0,↓13.86%,↓2.28%,14 套在售二手房,住宅,2.45,2015,40,1.27,0,19,2206.0,70,2.0,2.0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
463,463,https://wuxi.esf.fang.com/chushou/21_126045934.htm,阳光100北区两房两厅,西漳-凤翔路西、北环、锡澄运河东,满二,优质教育,[],102.0,2室2厅1卫,86,11848,33.0,126045934,阳光100国际新城,0,,,,19452.0,13028.0,↓9.71%,↓0.59%,1 套在售二手房,住宅,1.1,2012,55,1.8,0,53,7970.0,70,2.0,2.0,1.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
464,464,https://wuxi.esf.fang.com/chushou/21_121683071.htm,建乐家园(建乐苑) 1室1厅,中桥-盛北许巷94号202室,满二,[],[],89.0,1室1厅1卫,52,16946,24.0,121683071,建乐家园,0,,,,19309.0,12092.0,↓19.43%,↓1.42%,7 套在售二手房,住宅,1.6,1995,20,2.0,0,10,1466.0,70,1.0,1.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
465,465,https://wuxi.esf.fang.com/chushou/3_172850364.htm,"做好手中事,珍惜眼前房!大两房南北通透双阳台哪里找?LOOK",惠山新城-惠山大道1528、1550号,满五,优质教育,距1号线锡北运河站约343米,235.0,2室2厅1卫,100,23346,11.0,172850364,绿地波士顿公馆,0,普通住宅,平层,板楼,19523.0,19387.0,↓15.93%,↓1.83%,127 套在售二手房,住宅,1.7,2015,35,0.99,0,137,6232.0,70,2.0,2.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
466,466,https://wuxi.esf.fang.com/chushou/3_172903038.htm,找我只需2万即可安家贷款20年(告别租房)68折现房车接车送,长江路-新区湘江路6-19号,满二,优质教育,距3号线旺庄路站约692米,165.0,3室2厅1卫,108,15202,34.0,172903038,新城尚东雅园,1,普通住宅,平层,板楼,19574.0,17736.0,↓10.26%,↓3.49%,9 套在售二手房,住宅,1.95,2015,12,1.19,0,22,2799.0,70,3.0,2.0,1.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
467,467,https://wuxi.esf.fang.com/chushou/3_172903219.htm,开发商内卷啦(68折准现房)618活动打骨折(找我不收费),柏庄-龙湖九墅,满二,距2号线东亭站约454米,[],285.0,4室2厅2卫,143,19930,34.0,172903219,龙湖九墅,1,普通住宅,平层,板楼,19574.0,20934.0,↓3.91%,↓1%,31 套在售二手房,住宅,2.5,2013,24,3.57,0,28,1558.0,70,4.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
468,468,https://wuxi.esf.fang.com/chushou/21_121674137.htm,兴隆苑 4室2厅,江尖公园-棉花巷81~121号,满五,优质教育,距2号线五爱广场站约579米,308.0,4室2厅2卫,162,18907,16.0,121674137,兴隆苑,0,,,,19309.0,20067.0,↓5.83%,↓0.78%,,住宅,0.6,2001,35,3.16,0,8,487.0,70,4.0,2.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
469,469,https://wuxi.esf.fang.com/chushou/21_121680244.htm,曹张新村 2室1厅,太湖广场-锡城南部永乐路和永丰路的两侧,满五,优质教育,距1号线太湖广场站约730米,150.0,2室1厅1卫,57,25952,6.0,121680244,曹张新村,0,,,,19309.0,19392.0,↓15.72%,↓0.74%,43 套在售二手房,住宅,0.85,1986,30,3.24,0,236,7431.0,70,2.0,1.0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
470,470,https://wuxi.esf.fang.com/chushou/21_122035922.htm,中大诺卡小镇一期(诺卡花园) 3室2厅,广益-新明路27号,满五,[],[],185.0,3室2厅2卫,122,15059,6.0,122035922,中大诺卡小镇,0,,,,19319.0,16064.0,↓6.75%,↓0.62%,10 套在售二手房,住宅,1.3,2009,43,1.5,0,73,3406.0,70,3.0,2.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
471,471,https://wuxi.esf.fang.com/chushou/21_128417965.htm,五河苑商品房楼梯2楼 采光好,黄巷-五河新村以北312国道以东,满二,优质教育,[],110.0,2室1厅1卫,72,15093,6.0,128417965,五河苑,0,,,,19523.0,13308.0,↓0.93%,↑0.2%,,住宅,1.05,2000,30,2.0,0,63,4326.0,70,2.0,1.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
472,472,https://wuxi.esf.fang.com/chushou/21_121675829.htm,西水东熙第 3室2厅,五爱路-振新路与学前路交汇处(无锡市城市规划馆对面),满五,优质教育,距2号线梁溪大桥站约892米,388.0,3室2厅2卫,143,26950,51.0,121675829,绿地西水东,0,,,,19309.0,30117.0,↑1.36%,↓0.53%,30 套在售二手房,住宅,2.2,2016,30,2.5,0,32,2339.0,70,3.0,2.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
473,473,https://wuxi.esf.fang.com/chushou/21_125928095.htm,小三房,民丰-圆融广场,满五,距1号线民丰站约117米,[],175.0,3室2厅1卫,89,19663,28.0,125928095,圆融广场,0,,,,19448.0,20664.0,↓0.48%,↓0.99%,10 套在售二手房,住宅,2.8,2015,30,3.06,0,36,4444.0,70,3.0,2.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
474,474,https://wuxi.esf.fang.com/chushou/21_124752033.htm,带车位 满五年拎包入住,西漳-凤翔路西、北环、锡澄运河东,满五,优质教育,[],115.0,3室1厅1卫,89,12921,28.0,124752033,阳光100国际新城,0,,,,19423.0,13028.0,↓9.71%,↓0.59%,1 套在售二手房,住宅,1.1,2012,55,1.8,0,53,7970.0,70,3.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
475,475,https://wuxi.esf.fang.com/chushou/21_122004083.htm,轻院小区 3室2厅,凤宾路-101医院对面(隔条凤宾路),满二,优质教育,距3号线吴桥站约629米,120.0,3室2厅2卫,76,15686,7.0,122004083,老轻院住宅小区,0,,,,19318.0,15548.0,↓11.48%,↓1.05%,,住宅,0.3,1994,35,3.3,0,14,700.0,70,3.0,2.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
476,476,https://wuxi.esf.fang.com/chushou/21_124162759.htm,锡惠里东边套 二房 明厅明卫明厨,五爱路-人民西路43号,满五,优质教育,距2号线五爱广场站约362米,135.0,2室1厅1卫,64,20982,7.0,124162759,锡惠里,0,,,,19406.0,19264.0,↓15.32%,↓0.59%,1 套在售二手房,住宅,1.2,1988,30,2.0,0,27,1143.0,70,2.0,1.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
477,477,https://wuxi.esf.fang.com/chushou/21_121848960.htm,京梁合 4室2厅,五爱路-红星路28号,满五,距2号线梁溪大桥站约634米,[],445.0,4室2厅2卫,169,26331,33.0,121848960,京梁合,0,,,,19314.0,27072.0,↓9.05%,↓0.3%,10 套在售二手房,住宅,4.6,2014,35,2.5,0,21,692.0,70,4.0,2.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
478,478,https://wuxi.esf.fang.com/chushou/3_172881306.htm,满五 (送装修送家电只卖毛坯价)户型方正 视野采光无遮挡,惠山新城-惠山大道1528、1550号,满五,优质教育,距1号线锡北运河站约343米,158.0,2室2厅1卫,85,18404,11.0,172881306,绿地波士顿公馆,0,普通住宅,平层,板楼,19557.0,19387.0,↓15.93%,↓1.83%,127 套在售二手房,住宅,1.7,2015,35,0.99,0,137,6232.0,70,2.0,2.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
479,479,https://wuxi.esf.fang.com/chushou/21_121680521.htm,降价20万 只卖10天 绿地飞机户型洋房 中间楼层245万,惠山新城-惠山大道1528、1550号,满五,优质教育,距1号线锡北运河站约343米,270.0,3室2厅2卫,132,20331,5.0,121680521,绿地波士顿公馆,0,,,,19309.0,19387.0,↓15.93%,↓1.83%,127 套在售二手房,住宅,1.7,2015,35,0.99,0,137,6232.0,70,3.0,2.0,2.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
480,480,https://wuxi.esf.fang.com/chushou/21_121719495.htm,铭城花园 1室1厅,长江路-长江北路155号,满五,优质教育,距3号线太湖花园站约195米,80.0,1室1厅1卫,54,14815,17.0,121719495,铭城花园,0,,,,19310.0,15439.0,↓12.49%,↓2.65%,5 套在售二手房,住宅,1.75,2010,31,3.99,0,5,993.0,70,1.0,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
481,481,https://wuxi.esf.fang.com/chushou/3_172881302.htm,房东诚心急售 精装修 捡漏房源 遇有缘人,吴文化公园-文惠路31号(智慧大厦后),满五,优质教育,[],135.0,2室2厅1卫,88,15303,30.0,172881302,金洋奥澜,0,普通住宅,平层,板楼,19557.0,18605.0,暂无资料,暂无资料,45 套在售二手房,住宅,2.5,2015,42,1.4,0,116,4632.0,70,2.0,2.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
482,482,https://wuxi.esf.fang.com/chushou/21_128448762.htm,塔影二村 1室1厅,上马墩-上马墩路上(靖海医院附近),满二,优质教育,距2号线靖海站约546米,51.0,1室1厅1卫,44,11445,6.0,128448762,塔影二村,0,,,,19524.0,12164.0,↓1.18%,↓1.65%,2 套在售二手房,住宅,0.4,1988,30,1.58,0,44,1894.0,70,1.0,1.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
483,483,https://wuxi.esf.fang.com/chushou/21_129405427.htm,新溪南新村2房1厅1厨1卫,体育中心-建筑路和青祁路交叉口东南面,满五,优质教育,[],80.0,2室1厅1卫,68,11765,6.0,129405427,溪南新村,0,,,,19563.0,12406.0,↑0.94%,↓0.18%,10 套在售二手房,住宅,0.2,2000,30,3.0,0,116,4733.0,70,2.0,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
484,484,https://wuxi.esf.fang.com/chushou/3_172865245.htm,"外国语旁边, 现房在售,高装标高品质,双地铁",山北-新惠路与广惠路交叉口东南侧,[],距3号线盛岸站约796米,[],205.0,3室2厅1卫,94,21758,32.0,172865245,绿地西水晶舍,0,普通住宅,平层,板楼,19539.0,22077.0,↑4.36%,↓1.41%,14 套在售二手房,住宅,2.7,2021,30,2.68,0,16,1166.0,70,3.0,2.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
485,485,https://wuxi.esf.fang.com/chushou/21_124761780.htm,新街家园 2室1厅,"西漳-龙塘家园以北,阳光一百以南",[],优质教育,[],110.0,2室1厅1卫,80,13617,32.0,124761780,新街家园,0,,,,19423.0,12171.0,↓8.84%,↓0.4%,1 套在售二手房,住宅,1.7,2010,35,2.86,0,14,3386.0,70,2.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
486,486,https://wuxi.esf.fang.com/chushou/21_121686592.htm,曹张新村 1室1厅,太湖广场-锡城南部永乐路和永丰路的两侧,[],优质教育,距1号线太湖广场站约730米,110.0,1室1厅1卫,43,25581,6.0,121686592,曹张新村,0,,,,19309.0,19392.0,↓15.72%,↓0.74%,43 套在售二手房,住宅,0.85,1986,30,3.24,0,236,7431.0,70,1.0,1.0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
487,487,https://wuxi.esf.fang.com/chushou/21_128066003.htm,二房,太湖广场-锡城南部永乐路和永丰路的两侧,满五,优质教育,距1号线太湖广场站约730米,120.0,2室1厅1卫,60,20000,6.0,128066003,曹张新村,0,,,,19510.0,19392.0,↓15.72%,↓0.74%,43 套在售二手房,住宅,0.85,1986,30,3.24,0,236,7431.0,70,2.0,1.0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
488,488,https://wuxi.esf.fang.com/chushou/21_121720808.htm,柴机新村 1室1厅,学前街-学前东路与兴源中路交汇处(无锡育才中学北侧),满五,优质教育,距2号线东林广场站约1105米,100.0,1室1厅1卫,46,21487,3.0,121720808,柴机新村,0,,,,19310.0,18703.0,↓9.11%,↑0.34%,1 套在售二手房,住宅,0.2,2000,30,3.0,0,46,1710.0,70,1.0,1.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
489,489,https://wuxi.esf.fang.com/chushou/3_172845419.htm,南长五星家园B块3室2厅三开间朝南南北通透楼层好采光好,清扬版块-金城路与清扬路交接处西南侧,满五,优质教育,距1号线人民医院站约531米,185.0,3室2厅2卫,125,14741,6.0,172845419,五星家园,0,普通住宅,平层,板楼,19518.0,14158.0,↓5.73%,↓1.01%,18 套在售二手房,住宅,0.3,2000,30,2.0,0,174,8733.0,70,3.0,2.0,2.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
490,490,https://wuxi.esf.fang.com/chushou/21_127170165.htm,"稀缺2房豪装拎包即住,五河新村尽享优雅品质,多重阳台+飘窗",黄巷-五河新村,满二,优质教育,[],62.0,2室1厅1卫,44,13833,7.0,127170165,五河新村,0,,,,19482.0,11174.0,↓3.69%,暂无资料,17 套在售二手房,住宅,0.05,1995,30,2.0,0,146,5940.0,70,2.0,1.0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
491,491,https://wuxi.esf.fang.com/chushou/3_172831159.htm,国企品质、精装交付、准现房销售、今年买明年住、送家电大礼包。,惠山新城-学路与惠景路交汇处(省锡中一小旁),[],[],[],235.0,3室2厅2卫,112,20982,18.0,172831159,建发静学和鸣,1,普通住宅,平层,板楼,19505.0,22688.0,↓4.65%,↓1.19%,,住宅,3.3,2023,30,2.0,0,20,1123.0,70,3.0,2.0,2.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
492,492,https://wuxi.esf.fang.com/chushou/21_124795171.htm,蓝光五彩城,东亭-锡沪路与云林路交叉口西南侧,[],距2号线东亭站约769米,[],205.0,4室2厅2卫,120,17083,33.0,124795171,蓝光五彩城,0,,,,19424.0,18329.0,↓7.32%,↓1.27%,17 套在售二手房,住宅,2.4,2016,45,2.8,0,27,4121.0,70,4.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
493,493,https://wuxi.esf.fang.com/chushou/3_172891544.htm,绿地天空树 150平3居 南北向精装修 安静不临街,蠡湖新城区-蠡湖大道与具区路交汇处(华莱坞南侧),满二,距1号线雪浪站约218米,[],400.0,3室2厅2卫,150,26667,33.0,172891544,绿地天空树,1,普通住宅,平层,板楼,19569.0,26043.0,↑0.37%,暂无资料,20 套在售二手房,住宅,3.4,2019,36,2.05,0,33,2097.0,70,3.0,2.0,2.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
494,494,https://wuxi.esf.fang.com/chushou/21_121674578.htm,毛湾家园A区(86-110) 2室2厅,广益-无锡市崇安区毛湾家园,满二,[],[],115.0,2室2厅1卫,88,13068,33.0,121674578,毛湾家园,1,,,,19309.0,12452.0,↓7.89%,↓1.23%,4 套在售二手房,住宅,0.6,2010,5,2.0,0,3,182.0,70,2.0,2.0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
495,495,https://wuxi.esf.fang.com/chushou/21_126101051.htm,养老 五河新村2楼 大床房 出脚方便,黄巷-五河新村,满五,优质教育,[],46.8,1室1厅1卫,40,11685,6.0,126101051,五河新村,0,,,,19454.0,11174.0,↓3.69%,暂无资料,17 套在售二手房,住宅,0.05,1995,30,2.0,0,146,5940.0,70,1.0,1.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
496,496,https://wuxi.esf.fang.com/chushou/21_121856539.htm,五星家园 精装3房 近地铁口 房东诚售,清扬版块-金城路与清扬路交接处西南侧,满二,优质教育,距1号线人民医院站约531米,175.0,3室2厅1卫,118,14795,6.0,121856539,五星家园,0,,,,19314.0,14158.0,↓5.73%,↓1.01%,18 套在售二手房,住宅,0.3,2000,30,2.0,0,174,8733.0,70,3.0,2.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
497,497,https://wuxi.esf.fang.com/chushou/21_121680924.htm,恒大绿洲(绿景雅苑) 3室1厅,学前东路-东亭南路、太湖大道交界处向南100米,[],[],[],215.0,3室1厅1卫,127,16929,32.0,121680924,恒大绿洲,0,,,,19309.0,16436.0,↓11.04%,↓0.54%,18 套在售二手房,住宅,2.5,2016,30,2.6,0,22,4741.0,70,3.0,1.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
498,498,https://wuxi.esf.fang.com/chushou/3_172890765.htm,"沿河一排(4开间朝南,送入户花园)装修两年多,子母车位",河埒-梁清路和隐秀路交叉口西南面,满五,优质教育,距2号线小桃源站约651米,298.0,4室2厅2卫,130,22755,9.0,172890765,金色江南二期,0,普通住宅,平层,板楼,19568.0,20771.0,↑3.57%,↑0.13%,25 套在售二手房,住宅,1.2,2008,70,1.19,0,23,1432.0,70,4.0,2.0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
499,499,https://wuxi.esf.fang.com/chushou/21_124166468.htm,溪南新村 1室1厅,体育中心-建筑路和青祁路交叉口东南面,满二,优质教育,[],53.0,1室1厅1卫,45,11765,6.0,124166468,溪南新村,0,,,,19406.0,12406.0,↑0.94%,↓0.18%,10 套在售二手房,住宅,0.2,2000,30,3.0,0,116,4733.0,70,1.0,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
500,500,https://wuxi.esf.fang.com/chushou/21_121972493.htm,铭城花园 1室1厅,长江路-长江北路155号,满二,优质教育,距3号线太湖花园站约195米,78.0,1室1厅1卫,55,14182,16.0,121972493,铭城花园,0,,,,19317.0,15439.0,↓12.49%,↓2.65%,5 套在售二手房,住宅,1.75,2010,31,3.99,0,5,993.0,70,1.0,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
501,501,https://wuxi.esf.fang.com/chushou/3_172900126.htm,省锡中可用 爱情云筑140平310万 精装修 价可谈 有钥匙,惠山新城-美的爱情云筑,[],距1号线锡北运河站约910米,[],310.0,4室2厅2卫,140,22143,9.0,172900126,美的爱情云筑,1,普通住宅,平层,板楼,19572.0,22232.0,↑0.21%,↓1%,15 套在售二手房,住宅,3.25,2018,35,2.2,0,22,1487.0,70,4.0,2.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
502,502,https://wuxi.esf.fang.com/chushou/21_122575640.htm,龙塘家园 2室2厅,盛岸路-广石西路与水澄路交汇处西北面,满二,优质教育,[],118.0,2室2厅1卫,96,12292,30.0,122575640,龙塘家园,0,,,,19333.0,11663.0,↓6.49%,↑0.01%,3 套在售二手房,住宅,0.5,1990,20,2.0,0,73,6294.0,70,2.0,2.0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
503,503,https://wuxi.esf.fang.com/chushou/21_126600263.htm,塔影二村 1室1厅,上马墩-上马墩路上(靖海医院附近),满五,优质教育,距2号线靖海站约546米,42.0,1室1厅1卫,36,11615,6.0,126600263,塔影二村,0,,,,19472.0,12164.0,↓1.18%,↓1.65%,2 套在售二手房,住宅,0.4,1988,30,1.58,0,44,1894.0,70,1.0,1.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
504,504,https://wuxi.esf.fang.com/chushou/21_121719607.htm,金海里 2室2厅,学前东路-金海里,满五,优质教育,距3号线东风站约421米,118.0,2室2厅1卫,89,13258,6.0,121719607,金海里,0,,,,19310.0,11944.0,↓7.46%,↓0.39%,1 套在售二手房,住宅,0.2,1992,35,1.8,0,66,3798.0,70,2.0,2.0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
505,505,https://wuxi.esf.fang.com/chushou/21_121938334.htm,华宇大厦 2室2厅,中山路-永定巷15号,满五,距1号线胜利门站约441米,[],235.0,2室2厅1卫,83,28313,24.0,121938334,华宇大厦,0,,,,19316.0,22888.0,↓9.47%,↑3.97%,1 套在售二手房,住宅,2.0,1997,30,3.0,0,1,161.0,70,2.0,2.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
506,506,https://wuxi.esf.fang.com/chushou/3_172842901.htm,大润发金色江南一期2室2厅,河埒-梁清路和蠡溪路交叉口往西500米,满五,优质教育,距2号线河埒口站约731米,165.0,2室2厅1卫,92,17803,6.0,172842901,金色江南,0,普通住宅,平层,板楼,19517.0,19037.0,↑0.04%,↓0.35%,25 套在售二手房,住宅,1.2,2008,70,1.19,0,18,789.0,70,2.0,2.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
507,507,https://wuxi.esf.fang.com/chushou/21_128635414.htm,"有租客,看房提前约",江尖公园-青石路518号,满五,优质教育,距3号线吴桥站约368米,205.0,3室2厅1卫,115,17680,33.0,128635414,金太湖国际城,0,,,,19533.0,18672.0,↓5.8%,↓4.63%,2 套在售二手房,住宅,1.8,2012,25,3.0,0,7,1827.0,70,3.0,2.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
508,508,https://wuxi.esf.fang.com/chushou/21_129044047.htm,世茂时光里毛坯3房随时看,江尖公园-兴源北路619号12栋,满二,距3号线北栅口站约261米,[],209.0,3室2厅2卫,120,17417,34.0,129044047,世茂时光里,1,,,,19551.0,17995.0,↓10.5%,↓2.02%,20 套在售二手房,住宅,3.2,2019,30,3.54,0,13,3678.0,70,3.0,2.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
509,509,https://wuxi.esf.fang.com/chushou/21_121676813.htm,广益佳苑二期 2室1厅,广益-广南路626号附近,满五,优质教育,[],82.0,2室1厅1卫,64,12755,6.0,121676813,广益佳苑二期,0,,,,19309.0,12477.0,↓2.67%,↓0.07%,8 套在售二手房,住宅,0.5,2007,30,2.0,0,48,2577.0,70,2.0,1.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
510,510,https://wuxi.esf.fang.com/chushou/21_126096455.htm,随时看房,西漳-凤翔路西、北环、锡澄运河东,满二,优质教育,[],135.0,3室2厅1卫,109,12385,33.0,126096455,阳光100国际新城,0,,,,19454.0,13028.0,↓9.71%,↓0.59%,1 套在售二手房,住宅,1.1,2012,55,1.8,0,53,7970.0,70,3.0,2.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
